,Fecha,Caudal [m3/s]
11578,2005-04-09,8.087
11579,2005-04-10,4.813
11580,2005-04-11,5.162
11581,2005-04-12,6.05
11582,2005-04-13,5.488
11583,2005-04-14,4.938
11584,2005-04-15,5.175
11585,2005-04-16,4.313
11586,2005-04-17,10.96
11587,2005-04-18,4.625
11588,2005-04-19,4.625
11589,2005-04-20,4.25
11590,2005-04-21,4.25
11591,2005-04-22,5.725
11592,2005-04-23,8.13
11593,2005-04-24,6.3
11594,2005-04-25,5.2
11595,2005-04-26,5.137
11596,2005-04-27,4.563
11597,2005-04-28,4.5
11598,2005-04-29,4.563
11599,2005-04-30,4.438
11600,2005-05-01,5.25
11601,2005-05-02,6.537
11602,2005-05-03,5.975
11603,2005-05-04,4.813
11604,2005-05-05,5.4
11605,2005-05-06,4.75
11606,2005-05-07,8.8
11607,2005-05-08,5.875
11608,2005-05-09,5.787
11609,2005-05-10,4.963
11610,2005-05-11,4.688
11611,2005-05-12,4.563
11612,2005-05-13,4.5
11613,2005-05-14,12.59
11614,2005-05-15,7.218
11615,2005-05-16,9.538
11616,2005-05-17,16.77
11617,2005-05-18,9.125
11618,2005-05-19,10.9
11619,2005-05-20,5.875
11620,2005-05-21,8.565
11621,2005-05-22,6.225
11622,2005-05-23,6.512
11623,2005-05-24,6.512
11624,2005-05-25,5.875
11625,2005-05-26,6.488
11626,2005-05-27,5.963
11627,2005-05-28,6.439
11628,2005-05-29,4.5
11629,2005-05-30,4.375
11630,2005-05-31,6.846
11631,2005-06-01,6.102
11632,2005-06-02,6.622
11633,2005-06-03,7.368
11634,2005-06-04,4.625
11635,2005-06-05,8.322
11636,2005-06-06,14.06
11637,2005-06-07,19.32
11638,2005-06-08,6.875
11639,2005-06-09,8.189
11640,2005-06-10,5.644
11641,2005-06-11,7.491
11642,2005-06-12,6.85
11643,2005-06-13,5.438
11644,2005-06-14,5.262
11645,2005-06-15,9.0
11646,2005-06-16,5.262
11647,2005-06-17,4.938
11648,2005-06-18,5.0
11649,2005-06-19,4.813
11650,2005-06-20,4.875
11651,2005-06-21,4.5
11652,2005-06-22,4.375
11653,2005-06-23,4.25
11654,2005-06-24,4.25
11655,2005-06-25,4.125
11656,2005-06-26,4.125
11657,2005-06-27,4.063
11658,2005-06-28,4.625
11659,2005-06-29,8.95
11660,2005-06-30,4.813
11661,2005-07-01,4.313
11662,2005-07-02,4.5
11663,2005-07-03,4.438
11664,2005-07-04,4.375
11665,2005-07-05,6.412
11666,2005-07-06,5.25
11667,2005-07-07,7.395
11668,2005-07-08,4.375
11669,2005-07-09,4.188
11670,2005-07-10,4.063
11671,2005-07-11,4.0
11672,2005-07-12,4.063
11673,2005-07-13,4.0
11674,2005-07-14,4.0
11675,2005-07-15,4.688
11676,2005-07-16,5.438
11677,2005-07-17,5.275
11678,2005-07-18,16.21
11679,2005-07-19,4.688
11680,2005-07-20,4.188
11681,2005-07-21,4.0
11682,2005-07-22,4.0
11683,2005-07-23,4.0
11684,2005-07-24,3.938
11685,2005-07-25,4.0
11686,2005-07-26,4.063
11687,2005-07-27,3.875
11688,2005-07-28,3.75
11689,2005-07-29,3.75
11690,2005-07-30,3.625
11691,2005-07-31,3.625
11692,2005-08-01,5.475
11693,2005-08-02,5.537
11694,2005-08-03,3.813
11695,2005-08-04,3.813
11696,2005-08-05,3.75
11697,2005-08-06,3.75
11698,2005-08-07,3.625
11699,2005-08-08,3.5
11700,2005-08-09,3.5
11701,2005-08-10,3.5
11702,2005-08-11,3.5
11703,2005-08-12,3.375
11704,2005-08-13,3.688
11705,2005-08-14,3.75
11706,2005-08-15,4.813
11707,2005-08-16,4.938
11708,2005-08-17,7.01
11709,2005-08-18,4.5
11710,2005-08-19,4.25
11711,2005-08-20,4.188
11712,2005-08-21,4.063
11713,2005-08-22,3.938
11714,2005-08-23,4.438
11715,2005-08-24,4.875
11716,2005-08-25,4.0
11717,2005-08-26,3.75
11718,2005-08-27,3.75
11719,2005-08-28,5.75
11720,2005-08-29,3.938
11721,2005-08-30,3.75
11722,2005-08-31,3.813
11723,2005-09-01,7.727
11724,2005-09-02,4.375
11725,2005-09-03,9.188
11726,2005-09-04,4.313
11727,2005-09-05,4.125
11728,2005-09-06,3.875
11729,2005-09-07,8.3
11730,2005-09-08,4.688
11731,2005-09-09,4.375
11732,2005-09-10,4.188
11733,2005-09-11,4.375
11734,2005-09-12,4.25
11735,2005-09-13,4.125
11736,2005-09-14,4.438
11737,2005-09-15,7.852
11738,2005-09-16,4.063
11739,2005-09-17,3.75
11740,2005-09-18,3.75
11741,2005-09-19,3.75
11742,2005-09-20,3.75
11743,2005-09-21,5.488
11744,2005-09-22,3.813
11745,2005-09-23,4.313
11746,2005-09-24,5.45
11747,2005-09-25,4.375
11748,2005-09-26,5.963
11749,2005-09-27,6.65
11750,2005-09-28,13.44
11751,2005-09-29,5.313
11752,2005-09-30,4.5
11753,2005-10-01,12.12
11754,2005-10-02,4.875
11755,2005-10-03,4.563
11756,2005-10-04,5.338
11757,2005-10-05,4.375
11758,2005-10-06,5.275
11759,2005-10-07,5.162
11760,2005-10-08,4.438
11761,2005-10-09,4.563
11762,2005-10-10,4.5
11763,2005-10-11,4.25
11764,2005-10-12,4.863
11765,2005-10-13,4.438
11766,2005-10-14,5.238
11767,2005-10-15,8.438
11768,2005-10-16,4.838
11769,2005-10-17,7.262
11770,2005-10-18,5.438
11771,2005-10-19,4.813
11772,2005-10-20,10.69
11773,2005-10-21,5.438
11774,2005-10-22,5.613
11775,2005-10-23,7.175
11776,2005-10-24,10.49
11777,2005-10-25,7.088
11778,2005-10-26,6.662
11779,2005-10-27,5.875
11780,2005-10-28,10.5
11781,2005-10-29,6.137
11782,2005-10-30,6.05
11783,2005-10-31,5.262
11784,2005-11-01,13.12
11785,2005-11-02,20.69
11786,2005-11-03,6.291
11787,2005-11-04,8.562
11788,2005-11-05,6.213
11789,2005-11-06,5.438
11790,2005-11-07,6.079
11791,2005-11-08,5.438
11792,2005-11-09,9.785
11793,2005-11-10,13.49
11794,2005-11-11,6.238
11795,2005-11-12,5.694
11796,2005-11-13,7.266
11797,2005-11-14,6.762
11798,2005-11-15,6.761
11799,2005-11-16,9.898
11800,2005-11-17,6.385
11801,2005-11-18,8.448
11802,2005-11-19,7.724
11803,2005-11-20,6.786
11804,2005-11-21,6.05
11805,2005-11-22,10.06
11806,2005-11-23,8.166
11807,2005-11-24,6.897
11808,2005-11-25,6.75
11809,2005-11-26,5.963
11810,2005-11-27,5.787
11811,2005-11-28,5.438
11812,2005-11-29,5.35
11813,2005-11-30,5.0
11814,2005-12-01,5.0
11815,2005-12-02,5.0
11816,2005-12-03,4.75
11817,2005-12-04,5.272
11818,2005-12-05,4.75
11819,2005-12-06,5.0
11820,2005-12-07,4.75
11821,2005-12-08,4.625
11822,2005-12-09,4.75
11823,2005-12-10,4.5
11824,2005-12-11,5.058
11825,2005-12-12,4.375
11826,2005-12-13,4.75
11827,2005-12-14,4.694
11828,2005-12-15,4.75
11829,2005-12-16,4.25
11830,2005-12-17,4.25
11831,2005-12-18,4.0
11832,2005-12-19,4.275
11833,2005-12-20,4.313
11834,2005-12-21,4.438
11835,2005-12-22,4.5
11836,2005-12-23,4.25
11837,2005-12-24,4.625
11838,2005-12-25,5.244
11839,2005-12-26,4.675
11840,2005-12-27,4.25
11841,2005-12-28,4.0
11842,2005-12-29,3.875
11843,2005-12-30,3.75
11844,2005-12-31,3.75
11845,2006-01-01,3.688
11846,2006-01-02,3.625
11847,2006-01-03,3.5
11848,2006-01-04,3.5
11849,2006-01-05,4.775
11850,2006-01-06,3.813
11851,2006-01-07,3.625
11852,2006-01-08,3.625
11853,2006-01-09,3.5
11854,2006-01-10,3.5
11855,2006-01-11,3.375
11856,2006-01-12,3.375
11857,2006-01-13,3.375
11858,2006-01-14,3.25
11859,2006-01-15,3.375
11860,2006-01-16,3.375
11861,2006-01-17,3.375
11862,2006-01-18,3.25
11863,2006-01-19,3.25
11864,2006-01-20,3.125
11865,2006-01-21,3.125
11866,2006-01-22,3.125
11867,2006-01-23,3.125
11868,2006-01-24,3.25
11869,2006-01-25,3.813
11870,2006-01-26,3.125
11871,2006-01-27,3.125
11872,2006-01-28,4.063
11873,2006-01-29,7.0
11874,2006-01-30,3.313
11875,2006-01-31,3.625
11876,2006-02-01,3.438
11877,2006-02-02,4.438
11878,2006-02-03,12.04
11879,2006-02-04,5.8
11880,2006-02-05,3.938
11881,2006-02-06,3.5
11882,2006-02-07,3.375
11883,2006-02-08,3.25
11884,2006-02-09,3.25
11885,2006-02-10,3.125
11886,2006-02-11,3.0
11887,2006-02-12,3.375
11888,2006-02-13,3.188
11889,2006-02-14,3.0
11890,2006-02-15,3.0
11891,2006-02-16,3.0
11892,2006-02-17,3.5
11893,2006-02-18,3.0
11894,2006-02-19,3.0
11895,2006-02-20,3.0
11896,2006-02-21,3.0
11897,2006-02-22,2.75
11898,2006-02-23,2.75
11899,2006-02-24,2.875
11900,2006-02-25,2.875
11901,2006-02-26,3.0
11902,2006-02-27,4.0
11903,2006-02-28,2.938
11904,2006-03-01,2.875
11905,2006-03-02,2.813
11906,2006-03-03,2.75
11907,2006-03-04,2.75
11908,2006-03-05,2.75
11909,2006-03-06,3.625
11910,2006-03-07,3.688
11911,2006-03-08,3.313
11912,2006-03-09,3.313
11913,2006-03-10,3.5
11914,2006-03-11,3.063
11915,2006-03-12,3.5
11916,2006-03-13,3.125
11917,2006-03-14,2.688
11918,2006-03-15,2.625
11919,2006-03-16,2.625
11920,2006-03-17,3.5
11921,2006-03-18,4.73
11922,2006-03-19,6.506
11923,2006-03-21,5.268
11924,2006-03-22,11.83
11925,2006-03-24,10.62
11926,2006-03-25,7.201
11927,2006-03-26,4.99
11928,2006-03-27,5.318
11929,2006-03-28,10.01
11930,2006-03-29,4.88
11931,2006-03-30,4.88
11932,2006-03-31,4.23
11933,2006-04-01,4.35
11934,2006-04-02,4.11
11935,2006-04-03,3.87
11936,2006-04-04,5.455
11937,2006-04-05,4.725
11938,2006-04-06,5.01
11939,2006-04-07,4.835
11940,2006-04-08,6.69
11941,2006-04-09,6.885
11942,2006-04-10,5.142
11943,2006-04-11,4.615
11944,2006-04-12,11.44
11945,2006-04-13,8.5
11946,2006-04-14,9.905
11947,2006-04-15,8.2
11948,2006-04-16,6.91
11949,2006-04-17,8.2
11950,2006-04-18,5.385
11951,2006-04-19,7.605
11952,2006-04-20,5.495
11953,2006-04-21,7.255
11954,2006-04-22,4.858
11955,2006-04-23,4.615
11956,2006-04-24,4.615
11957,2006-04-25,4.615
11958,2006-04-27,7.875
11959,2006-04-28,9.035
11960,2006-04-29,8.495
11961,2006-05-01,8.003
11962,2006-05-02,10.76
11963,2006-05-03,9.195
11964,2006-05-05,13.47
11965,2006-05-07,9.19
11966,2006-05-08,9.385
11967,2006-05-09,9.557
11968,2006-05-10,10.14
11969,2006-05-11,8.875
11970,2006-05-12,8.323
11971,2006-05-13,9.195
11972,2006-05-14,8.495
11973,2006-05-15,7.358
11974,2006-05-16,6.425
11975,2006-05-19,10.68
11976,2006-05-20,9.207
11977,2006-05-21,7.653
11978,2006-05-22,7.358
11979,2006-05-23,8.028
11980,2006-05-24,8.74
11981,2006-05-25,6.722
11982,2006-05-26,6.425
11983,2006-05-27,6.425
11984,2006-05-28,6.02
11985,2006-05-29,7.605
11986,2006-05-30,6.02
11987,2006-05-31,6.425
11988,2006-06-01,11.28
11989,2006-06-02,9.497
11990,2006-06-03,8.58
11991,2006-06-04,7.18
11992,2006-06-05,8.9
11993,2006-06-06,9.6
11994,2006-06-07,7.505
11995,2006-06-08,10.27
11996,2006-06-09,8.325
11997,2006-06-10,13.16
11998,2006-06-11,9.385
11999,2006-06-12,8.67
12000,2006-06-13,8.15
12001,2006-06-14,7.653
12002,2006-06-15,7.048
12003,2006-06-16,8.39
12004,2006-06-17,6.56
12005,2006-06-18,6.722
12006,2006-06-19,6.722
12007,2006-06-21,9.57
12008,2006-06-22,8.845
12009,2006-06-23,8.325
12010,2006-06-24,8.5
12011,2006-06-25,8.325
12012,2006-06-26,7.505
12013,2006-06-27,7.8
12014,2006-06-28,7.505
12015,2006-06-29,7.21
12016,2006-06-30,7.048
12017,2006-07-01,6.885
12018,2006-07-02,6.56
12019,2006-07-03,6.56
12020,2006-07-04,6.56
12021,2006-07-05,6.29
12022,2006-07-06,6.155
12023,2006-07-07,6.02
12024,2006-07-08,6.02
12025,2006-07-09,6.02
12026,2006-07-10,6.02
12027,2006-07-11,6.02
12028,2006-07-12,6.02
12029,2006-07-13,5.67
12030,2006-07-14,7.048
12031,2006-07-15,6.56
12032,2006-07-16,6.885
12033,2006-07-17,5.845
12034,2006-07-18,8.028
12035,2006-07-19,6.02
12036,2006-07-20,5.67
12037,2006-07-21,5.67
12038,2006-07-22,8.255
12039,2006-07-23,6.885
12040,2006-07-24,6.29
12041,2006-07-25,6.588
12042,2006-07-26,7.702
12043,2006-07-27,12.09
12044,2006-07-28,6.56
12045,2006-07-29,6.425
12046,2006-07-30,6.155
12047,2006-07-31,8.98
12048,2006-08-01,5.845
12049,2006-08-02,5.32
12050,2006-08-03,5.32
12051,2006-08-04,5.32
12052,2006-08-05,5.32
12053,2006-08-06,5.21
12054,2006-08-07,5.21
12055,2006-08-08,7.795
12056,2006-08-09,7.985
12057,2006-08-10,6.29
12058,2006-08-11,5.845
12059,2006-08-12,6.115
12060,2006-08-13,5.21
12061,2006-08-14,5.21
12062,2006-08-15,5.98
12063,2006-08-19,6.29
12064,2006-08-20,7.033
12065,2006-08-22,6.29
12066,2006-08-23,9.69
12067,2006-08-24,10.2
12068,2006-08-25,6.29
12069,2006-08-27,10.27
12070,2006-08-28,9.048
12071,2006-08-29,8.255
12072,2006-08-30,10.6
12073,2006-08-31,6.29
12074,2006-09-01,6.29
12075,2006-09-02,6.29
12076,2006-09-03,6.615
12077,2006-09-04,6.02
12078,2006-09-05,7.875
12079,2006-09-06,6.29
12080,2006-09-07,6.885
12081,2006-09-09,11.07
12082,2006-09-10,7.033
12083,2006-09-11,10.72
12084,2006-09-12,8.875
12085,2006-09-13,7.975
12086,2006-09-14,7.033
12087,2006-09-16,7.505
12088,2006-09-17,6.02
12089,2006-09-18,9.985
12090,2006-09-19,7.21
12091,2006-09-20,10.27
12092,2006-09-21,10.9
12093,2006-09-23,7.68
12094,2006-09-24,10.14
12095,2006-09-25,7.505
12096,2006-09-26,9.985
12097,2006-09-27,6.885
12098,2006-09-28,6.56
12099,2006-09-29,6.56
12100,2006-09-30,6.425
12101,2006-10-01,7.827
12102,2006-10-03,6.885
12103,2006-10-04,6.885
12104,2006-10-05,6.885
12105,2006-10-06,6.29
12106,2006-10-07,8.875
12107,2006-10-08,8.255
12108,2006-10-09,8.738
12109,2006-10-11,11.75
12110,2006-10-12,7.033
12111,2006-10-13,12.67
12112,2006-10-14,11.34
12113,2006-10-15,9.195
12114,2006-10-17,11.06
12115,2006-10-19,12.74
12116,2006-10-20,10.9
12117,2006-10-21,8.15
12118,2006-10-22,12.59
12119,2006-10-23,8.5
12120,2006-10-24,7.827
12121,2006-10-26,14.29
12122,2006-10-27,10.9
12123,2006-10-31,10.67
12124,2006-11-02,8.86
12125,2006-11-03,9.017
12126,2006-11-04,7.827
12127,2006-11-05,9.035
12128,2006-11-06,7.975
12129,2006-11-07,7.8
12130,2006-11-08,8.685
12131,2006-11-09,7.358
12132,2006-11-10,6.885
12133,2006-11-11,7.317
12134,2006-11-13,9.627
12135,2006-11-17,14.91
12136,2006-11-18,10.65
12137,2006-11-19,9.76
12138,2006-11-20,10.95
12139,2006-11-21,10.88
12140,2006-11-22,9.19
12141,2006-11-23,9.266
12142,2006-11-24,8.472
12143,2006-11-26,9.775
12144,2006-11-27,8.15
12145,2006-11-28,7.8
12146,2006-11-29,7.8
12147,2006-11-30,8.823
12148,2006-12-01,7.652
12149,2006-12-02,7.21
12150,2006-12-03,7.323
12151,2006-12-04,7.358
12152,2006-12-05,6.809
12153,2006-12-08,6.873
12154,2006-12-09,7.966
12155,2006-12-10,8.95
12156,2006-12-11,7.973
12157,2006-12-13,7.308
12158,2006-12-14,7.505
12159,2006-12-15,7.358
12160,2006-12-16,8.556
12161,2006-12-17,6.56
12162,2006-12-18,6.66
12163,2006-12-19,6.56
12164,2006-12-20,6.713
12165,2006-12-21,6.56
12166,2006-12-23,7.004
12167,2006-12-24,6.29
12168,2006-12-25,7.263
12169,2006-12-26,6.722
12170,2006-12-28,9.64
12171,2006-12-29,6.29
12172,2006-12-30,6.02
12173,2006-12-31,6.231
12174,2007-01-01,5.845
12175,2007-01-02,5.32
12176,2007-01-03,5.32
12177,2007-01-04,5.32
12178,2007-01-05,5.32
12179,2007-01-06,5.32
12180,2007-01-07,5.1
12181,2007-01-08,5.1
12182,2007-01-09,6.24
12183,2007-01-10,5.67
12184,2007-01-11,5.193
12185,2007-01-12,5.1
12186,2007-01-13,5.727
12187,2007-01-14,5.382
12188,2007-01-15,5.67
12189,2007-01-16,8.167
12190,2007-01-17,8.597
12191,2007-01-18,6.02
12192,2007-01-19,8.713
12193,2007-01-20,5.32
12194,2007-01-21,5.908
12195,2007-01-22,4.88
12196,2007-01-23,4.88
12197,2007-01-24,4.656
12198,2007-01-25,4.615
12199,2007-01-26,4.88
12200,2007-01-27,7.866
12201,2007-01-28,4.99
12202,2007-01-29,4.35
12203,2007-01-30,4.483
12204,2007-01-31,4.394
12205,2007-02-01,4.35
12206,2007-02-02,4.11
12207,2007-02-03,4.11
12208,2007-02-04,3.87
12209,2007-02-05,3.87
12210,2007-02-06,3.87
12211,2007-02-07,3.87
12212,2007-02-08,3.65
12213,2007-02-09,3.87
12214,2007-02-10,3.87
12215,2007-02-11,3.65
12216,2007-02-12,3.65
12217,2007-02-13,3.65
12218,2007-02-14,3.65
12219,2007-02-15,3.43
12220,2007-02-16,3.43
12221,2007-02-17,3.43
12222,2007-02-18,3.87
12223,2007-02-19,3.43
12224,2007-02-20,3.43
12225,2007-02-21,3.43
12226,2007-02-22,3.43
12227,2007-02-23,3.43
12228,2007-02-24,3.43
12229,2007-02-25,3.43
12230,2007-02-26,5.504
12231,2007-02-27,3.43
12232,2007-02-28,3.43
12233,2007-03-01,3.43
12234,2007-03-02,3.43
12235,2007-03-03,3.43
12236,2007-03-04,3.43
12237,2007-03-05,5.632
12238,2007-03-06,3.43
12239,2007-03-07,3.65
12240,2007-03-08,6.007
12241,2007-03-10,4.615
12242,2007-03-11,5.887
12243,2007-03-12,3.65
12244,2007-03-13,3.43
12245,2007-03-14,3.43
12246,2007-03-15,3.548
12247,2007-03-16,4.249
12248,2007-03-17,4.733
12249,2007-03-18,3.43
12250,2007-03-19,3.43
12251,2007-03-20,7.662
12252,2007-03-21,3.43
12253,2007-03-22,3.558
12254,2007-03-23,3.65
12255,2007-03-24,5.132
12256,2007-03-25,3.43
12257,2007-03-26,5.275
12258,2007-03-27,5.096
12259,2007-03-28,4.615
12260,2007-03-29,7.755
12261,2007-03-30,6.973
12262,2007-03-31,5.186
12263,2007-04-01,4.35
12264,2007-04-02,7.193
12265,2007-04-04,9.115
12266,2007-04-05,14.85
12267,2007-04-07,6.512
12268,2007-04-10,8.5
12269,2007-04-11,6.56
12270,2007-04-12,5.67
12271,2007-04-13,5.1
12272,2007-04-14,4.88
12273,2007-04-15,4.615
12274,2007-04-16,8.882
12275,2007-04-17,4.615
12276,2007-04-18,5.326
12277,2007-04-19,5.648
12278,2007-04-20,7.083
12279,2007-04-21,5.67
12280,2007-04-23,5.67
12281,2007-04-26,10.94
12282,2007-04-27,10.34
12283,2007-04-28,8.229
12284,2007-04-29,8.19
12285,2007-04-30,6.885
12286,2007-05-01,7.931
12287,2007-05-02,6.155
12288,2007-05-03,10.27
12289,2007-05-06,7.21
12290,2007-05-07,10.06
12291,2007-05-09,10.27
12292,2007-05-11,8.267
12293,2007-05-12,7.505
12294,2007-05-13,8.422
12295,2007-05-14,6.885
12296,2007-05-16,7.262
12297,2007-05-17,9.924
12298,2007-05-20,13.2
12299,2007-05-23,11.4
12300,2007-05-24,14.28
12301,2007-05-25,12.19
12302,2007-05-26,12.03
12303,2007-05-27,9.262
12304,2007-05-28,10.66
12305,2007-05-30,11.4
12306,2007-06-04,10.59
12307,2007-06-06,10.85
12308,2007-06-08,9.57
12309,2007-06-10,10.59
12310,2007-06-11,9.19
12311,2007-06-12,8.5
12312,2007-06-13,11.41
12313,2007-06-14,7.8
12314,2007-06-15,7.975
12315,2007-06-16,7.21
12316,2007-06-17,7.21
12317,2007-06-18,6.885
12318,2007-06-20,9.362
12319,2007-06-21,6.56
12320,2007-06-22,9.52
12321,2007-06-23,6.56
12322,2007-06-24,6.29
12323,2007-06-25,6.02
12324,2007-06-26,6.02
12325,2007-06-27,5.67
12326,2007-06-28,5.67
12327,2007-06-29,5.32
12328,2007-06-30,5.32
12329,2007-07-01,5.32
12330,2007-07-02,5.1
12331,2007-07-03,4.88
12332,2007-07-04,4.88
12333,2007-07-05,4.88
12334,2007-07-06,4.615
12335,2007-07-07,4.942
12336,2007-07-08,8.296
12337,2007-07-09,6.753
12338,2007-07-10,5.876
12339,2007-07-12,10.16
12340,2007-07-15,8.189
12341,2007-07-16,7.752
12342,2007-07-17,10.44
12343,2007-07-18,7.69
12344,2007-07-19,6.02
12345,2007-07-20,9.053
12346,2007-07-21,6.443
12347,2007-07-22,7.507
12348,2007-07-23,9.95
12349,2007-07-25,7.042
12350,2007-07-26,6.02
12351,2007-07-27,8.999
12352,2007-07-28,9.179
12353,2007-07-29,6.155
12354,2007-07-30,5.32
12355,2007-07-31,5.1
12356,2007-08-01,5.1
12357,2007-08-02,5.1
12358,2007-08-03,4.835
12359,2007-08-04,4.23
12360,2007-08-05,5.587
12361,2007-08-06,4.858
12362,2007-08-07,4.35
12363,2007-08-09,6.102
12364,2007-08-10,5.275
12365,2007-08-11,8.507
12366,2007-08-12,5.1
12367,2007-08-13,4.858
12368,2007-08-14,9.365
12369,2007-08-15,6.615
12370,2007-08-16,6.29
12371,2007-08-17,8.738
12372,2007-08-18,11.44
12373,2007-08-19,9.452
12374,2007-08-21,6.29
12375,2007-08-22,5.67
12376,2007-08-23,5.32
12377,2007-08-24,5.32
12378,2007-08-25,10.09
12379,2007-08-26,10.3
12380,2007-08-27,8.2
12381,2007-08-28,6.762
12382,2007-08-29,12.17
12383,2007-08-30,9.25
12384,2007-08-31,7.343
12385,2007-09-01,10.9
12386,2007-09-02,7.048
12387,2007-09-03,11.69
12388,2007-09-04,6.722
12389,2007-09-05,6.29
12390,2007-09-06,5.845
12391,2007-09-08,6.29
12392,2007-09-09,9.497
12393,2007-09-10,6.615
12394,2007-09-11,7.985
12395,2007-09-12,6.02
12396,2007-09-13,5.67
12397,2007-09-14,6.115
12398,2007-09-15,10.28
12399,2007-09-16,6.29
12400,2007-09-17,5.67
12401,2007-09-18,6.02
12402,2007-09-19,6.425
12403,2007-09-20,8.12
12404,2007-09-22,11.6
12405,2007-09-23,6.885
12406,2007-09-24,6.615
12407,2007-09-26,7.875
12408,2007-09-27,6.29
12409,2007-09-28,7.033
12410,2007-09-29,6.29
12411,2007-09-30,6.02
12412,2007-10-02,6.75
12413,2007-10-03,10.6
12414,2007-10-05,12.07
12415,2007-10-08,8.5
12416,2007-10-10,11.3
12417,2007-10-11,13.47
12418,2007-10-12,9.89
12419,2007-10-14,9.89
12420,2007-10-15,10.79
12421,2007-10-16,8.672
12422,2007-10-17,7.975
12423,2007-10-18,13.03
12424,2007-10-19,11.3
12425,2007-10-20,11.98
12426,2007-10-21,10.48
12427,2007-10-22,8.845
12428,2007-10-23,11.42
12429,2007-10-24,9.19
12430,2007-10-25,8.325
12431,2007-11-01,10.84
12432,2007-11-02,12.46
12433,2007-11-03,11.43
12434,2007-11-04,10.15
12435,2007-11-05,9.38
12436,2007-11-06,8.861
12437,2007-11-07,8.856
12438,2007-11-08,9.38
12439,2007-11-09,8.56
12440,2007-11-10,8.632
12441,2007-11-12,8.5
12442,2007-11-14,8.15
12443,2007-11-15,10.51
12444,2007-11-16,9.022
12445,2007-11-18,7.832
12446,2007-11-19,7.152
12447,2007-11-20,6.831
12448,2007-11-21,6.56
12449,2007-11-22,7.221
12450,2007-11-24,7.305
12451,2007-11-25,7.042
12452,2007-11-26,6.504
12453,2007-11-27,8.019
12454,2007-11-28,6.567
12455,2007-11-29,6.155
12456,2007-11-30,6.02
12457,2007-12-01,5.907
12458,2007-12-02,5.655
12459,2007-12-03,5.601
12460,2007-12-04,6.676
12461,2007-12-05,6.02
12462,2007-12-06,5.508
12463,2007-12-07,5.32
12464,2007-12-08,5.32
12465,2007-12-09,5.265
12466,2007-12-10,5.054
12467,2007-12-11,4.927
12468,2007-12-12,4.998
12469,2007-12-13,4.99
12470,2007-12-14,5.357
12471,2007-12-15,4.99
12472,2007-12-16,6.871
12473,2007-12-17,5.417
12474,2007-12-18,4.943
12475,2007-12-19,4.747
12476,2007-12-20,4.615
12477,2007-12-21,4.918
12478,2007-12-22,4.817
12479,2007-12-24,8.413
12480,2007-12-25,5.59
12481,2007-12-26,5.484
12482,2007-12-28,6.218
12483,2007-12-29,7.464
12484,2007-12-30,5.89
12485,2007-12-31,5.091
12486,2008-01-01,5.004
12487,2008-01-02,4.762
12488,2008-01-03,4.499
12489,2008-01-04,4.235
12490,2008-01-05,4.23
12491,2008-01-06,4.11
12492,2008-01-07,5.01
12493,2008-01-08,4.35
12494,2008-01-09,5.455
12495,2008-01-10,8.15
12496,2008-01-11,10.81
12497,2008-01-12,5.1
12498,2008-01-13,5.45
12499,2008-01-14,4.747
12500,2008-01-15,5.318
12501,2008-01-16,4.615
12502,2008-01-17,4.615
12503,2008-01-18,4.615
12504,2008-01-19,4.23
12505,2008-01-20,4.362
12506,2008-01-21,7.575
12507,2008-01-22,4.23
12508,2008-01-23,4.11
12509,2008-01-24,3.87
12510,2008-01-25,5.912
12511,2008-01-26,4.11
12512,2008-01-27,3.87
12513,2008-01-28,3.76
12514,2008-01-29,3.65
12515,2008-01-30,3.54
12516,2008-01-31,3.43
12517,2008-02-01,3.43
12518,2008-02-02,3.43
12519,2008-02-03,3.43
12520,2008-02-04,3.43
12521,2008-02-05,3.43
12522,2008-02-06,3.65
12523,2008-02-07,4.11
12524,2008-02-08,4.615
12525,2008-02-09,8.02
12526,2008-02-10,5.495
12527,2008-02-11,4.595
12528,2008-02-12,4.11
12529,2008-02-13,4.23
12530,2008-02-14,6.91
12531,2008-02-15,10.66
12532,2008-02-17,4.483
12533,2008-02-18,4.715
12534,2008-02-19,6.075
12535,2008-02-20,7.15
12536,2008-02-21,5.94
12537,2008-02-22,7.035
12538,2008-02-23,3.76
12539,2008-02-24,4.615
12540,2008-02-25,4.375
12541,2008-02-26,4.265
12542,2008-02-28,3.65
12543,2008-02-29,3.87
12544,2008-03-01,3.76
12545,2008-03-02,3.65
12546,2008-03-03,3.87
12547,2008-03-04,6.29
12548,2008-03-05,4.23
12549,2008-03-07,5.02
12550,2008-03-08,3.94
12551,2008-03-09,3.714
12552,2008-03-10,3.757
12553,2008-03-11,4.403
12554,2008-03-12,3.953
12555,2008-03-13,3.618
12556,2008-03-15,4.363
12557,2008-03-16,3.862
12558,2008-03-17,3.659
12559,2008-03-18,3.43
12560,2008-03-19,3.577
12561,2008-03-20,3.349
12562,2008-03-21,3.278
12563,2008-03-22,3.939
12564,2008-03-23,4.656
12565,2008-03-25,3.835
12566,2008-03-26,3.43
12567,2008-03-27,3.328
12568,2008-03-28,3.225
12569,2008-03-29,3.152
12570,2008-03-30,3.646
12571,2008-03-31,4.776
12572,2008-04-02,5.711
12573,2008-04-03,3.854
12574,2008-04-04,4.065
12575,2008-04-05,3.964
